,Pos1,Pos2,iswall,NextNum,UpX,UpY,DownX,DownY,LeftX,LeftY,RightX,RightY
79,3,26,0,2,0,0,0,0,2,26,4,26
80,3,27,1,0,0,0,0,0,0,0,0,0
81,4,1,1,0,0,0,0,0,0,0,0,0
82,4,2,0,2,0,0,0,0,3,2,5,2
83,4,3,1,0,0,0,0,0,0,0,0,0
84,4,4,1,0,0,0,0,0,0,0,0,0
85,4,5,1,0,0,0,0,0,0,0,0,0
86,4,6,0,2,0,0,0,0,3,6,5,6
87,4,7,1,0,0,0,0,0,0,0,0,0
88,4,8,1,0,0,0,0,0,0,0,0,0
89,4,9,0,2,0,0,0,0,3,9,5,9
90,4,10,1,0,0,0,0,0,0,0,0,0
91,4,11,1,0,0,0,0,0,0,0,0,0
92,4,12,1,0,0,0,0,0,0,0,0,0
93,4,13,1,0,0,0,0,0,0,0,0,0
94,4,14,0,2,0,0,0,0,3,14,5,14
95,4,15,1,0,0,0,0,0,0,0,0,0
96,4,16,1,0,0,0,0,0,0,0,0,0
97,4,17,1,0,0,0,0,0,0,0,0,0
98,4,18,0,2,0,0,0,0,3,18,5,18
99,4,19,1,0,0,0,0,0,0,0,0,0
100,4,20,1,0,0,0,0,0,0,0,0,0
101,4,21,0,2,0,0,4,22,3,21,0,0
102,4,22,0,2,4,21,4,23,0,0,0,0
103,4,23,0,2,4,22,4,24,0,0,0,0
104,4,24,0,3,4,23,0,0,3,24,5,24
105,4,25,1,0,0,0,0,0,0,0,0,0
106,4,26,0,2,0,0,0,0,3,26,5,26
107,4,27,1,0,0,0,0,0,0,0,0,0
108,5,1,1,0,0,0,0,0,0,0,0,0
109,5,2,0,2,0,0,0,0,4,2,6,2
110,5,3,1,0,0,0,0,0,0,0,0,0
111,5,4,1,0,0,0,0,0,0,0,0,0
112,5,5,1,0,0,0,0,0,0,0,0,0
113,5,6,0,2,0,0,0,0,4,6,6,6
114,5,7,1,0,0,0,0,0,0,0,0,0
115,5,8,1,0,0,0,0,0,0,0,0,0
116,5,9,0,2,0,0,0,0,4,9,6,9
117,5,10,1,0,0,0,0,0,0,0,0,0
118,5,11,1,0,0,0,0,0,0,0,0,0
119,5,12,1,0,0,0,0,0,0,0,0,0
120,5,13,1,0,0,0,0,0,0,0,0,0
121,5,14,0,2,0,0,0,0,4,14,6,14
122,5,15,1,0,0,0,0,0,0,0,0,0
123,5,16,1,0,0,0,0,0,0,0,0,0
124,5,17,1,0,0,0,0,0,0,0,0,0
125,5,18,0,2,0,0,0,0,4,18,6,18
126,5,19,1,0,0,0,0,0,0,0,0,0
127,5,20,1,0,0,0,0,0,0,0,0,0
128,5,21,1,0,0,0,0,0,0,0,0,0
129,5,22,1,0,0,0,0,0,0,0,0,0
130,5,23,1,0,0,0,0,0,0,0,0,0
131,5,24,0,2,0,0,0,0,4,24,6,24
132,5,25,1,0,0,0,0,0,0,0,0,0
133,5,26,0,2,0,0,0,0,4,26,6,26
134,5,27,1,0,0,0,0,0,0,0,0,0
135,6,1,1,0,0,0,0,0,0,0,0,0
136,6,2,0,2,0,0,0,0,5,2,7,2
137,6,3,1,0,0,0,0,0,0,0,0,0
138,6,4,1,0,0,0,0,0,0,0,0,0
139,6,5,1,0,0,0,0,0,0,0,0,0
140,6,6,0,2,0,0,0,0,5,6,7,6
141,6,7,1,0,0,0,0,0,0,0,0,0
142,6,8,1,0,0,0,0,0,0,0,0,0
143,6,9,0,2,0,0,0,0,5,9,7,9
144,6,10,1,0,0,0,0,0,0,0,0,0
145,6,11,1,0,0,0,0,0,0,0,0,0
146,6,12,1,0,0,0,0,0,0,0,0,0
147,6,13,1,0,0,0,0,0,0,0,0,0
148,6,14,0,2,0,0,0,0,5,14,7,14
149,6,15,1,0,0,0,0,0,0,0,0,0
150,6,16,1,0,0,0,0,0,0,0,0,0
151,6,17,1,0,0,0,0,0,0,0,0,0
152,6,18,0,2,0,0,0,0,5,18,7,18
153,6,19,1,0,0,0,0,0,0,0,0,0
154,6,20,1,0,0,0,0,0,0,0,0,0
155,6,21,1,0,0,0,0,0,0,0,0,0
156,6,22,1,0,0,0,0,0,0,0,0,0
157,6,23,1,0,0,0,0,0,0,0,0,0
158,6,24,0,2,0,0,0,0,5,24,7,24
159,6,25,1,0,0,0,0,0,0,0,0,0
160,6,26,0,2,0,0,0,0,5,26,7,26
161,6,27,1,0,0,0,0,0,0,0,0,0
162,7,1,1,0,0,0,0,0,0,0,0,0
163,7,2,0,3,0,0,7,3,6,2,8,2
164,7,3,0,2,7,2,7,4,0,0,0,0
165,7,4,0,2,7,3,7,5,0,0,0,0
166,7,5,0,2,7,4,7,6,0,0,0,0
167,7,6,0,4,7,5,7,7,6,6,8,6
168,7,7,0,2,7,6,7,8,0,0,0,0
169,7,8,0,2,7,7,7,9,0,0,0,0
170,7,9,0,3,7,8,7,10,6,9,0,0
171,7,10,0,2,7,9,7,11,0,0,0,0
172,7,11,0,2,7,10,7,12,0,0,0,0
173,7,12,0,2,7,11,7,13,0,0,0,0
174,7,13,0,2,7,12,7,14,0,0,0,0
175,7,14,0,4,7,13,7,15,6,14,8,14
176,7,15,0,2,7,14,7,16,0,0,0,0
177,7,16,0,2,7,15,7,17,0,0,0,0
178,7,17,0,2,7,16,7,18,0,0,0,0
179,7,18,0,4,7,17,7,19,6,18,8,18
180,7,19,0,2,7,18,7,20,0,0,0,0
181,7,20,0,2,7,19,7,21,0,0,0,0
182,7,21,0,3,7,20,7,22,0,0,8,21
183,7,22,0,2,7,21,7,23,0,0,0,0
184,7,23,0,2,7,22,7,24,0,0,0,0
185,7,24,0,3,7,23,0,0,6,24,8,24
186,7,25,1,0,0,0,0,0,0,0,0,0
187,7,26,0,2,0,0,0,0,6,26,8,26
188,7,27,1,0,0,0,0,0,0,0,0,0
189,8,1,1,0,0,0,0,0,0,0,0,0
190,8,2,0,2,0,0,0,0,7,2,9,2
191,8,3,1,0,0,0,0,0,0,0,0,0
192,8,4,1,0,0,0,0,0,0,0,0,0
193,8,5,1,0,0,0,0,0,0,0,0,0
194,8,6,0,2,0,0,0,0,7,6,9,6
195,8,7,1,0,0,0,0,0,0,0,0,0
196,8,8,1,0,0,0,0,0,0,0,0,0
197,8,9,1,0,0,0,0,0,0,0,0,0
198,8,10,1,0,0,0,0,0,0,0,0,0
199,8,11,1,0,0,0,0,0,0,0,0,0
200,8,12,1,0,0,0,0,0,0,0,0,0
201,8,13,1,0,0,0,0,0,0,0,0,0
202,8,14,0,2,0,0,0,0,7,14,9,14
203,8,15,1,0,0,0,0,0,0,0,0,0
204,8,16,1,0,0,0,0,0,0,0,0,0
205,8,17,1,0,0,0,0,0,0,0,0,0
206,8,18,0,2,0,0,0,0,7,18,9,18
207,8,19,1,0,0,0,0,0,0,0,0,0
208,8,20,1,0,0,0,0,0,0,0,0,0
209,8,21,0,2,0,0,0,0,7,21,9,21
210,8,22,1,0,0,0,0,0,0,0,0,0
211,8,23,1,0,0,0,0,0,0,0,0,0
212,8,24,0,1,0,0,0,0,7,24,0,0
213,8,25,1,0,0,0,0,0,0,0,0,0
214,8,26,0,2,0,0,0,0,7,26,9,26
215,8,27,1,0,0,0,0,0,0,0,0,0
216,9,1,1,0,0,0,0,0,0,0,0,0
217,9,2,0,2,0,0,0,0,8,2,10,2
218,9,3,1,0,0,0,0,0,0,0,0,0
219,9,4,1,0,0,0,0,0,0,0,0,0
220,9,5,1,0,0,0,0,0,0,0,0,0
221,9,6,0,2,0,0,0,0,8,6,10,6
222,9,7,1,0,0,0,0,0,0,0,0,0
223,9,8,1,0,0,0,0,0,0,0,0,0
224,9,9,1,0,0,0,0,0,0,0,0,0
225,9,10,1,0,0,0,0,0,0,0,0,0
226,9,11,1,0,0,0,0,0,0,0,0,0
227,9,12,0,2,0,0,9,13,0,0,10,12
228,9,13,0,2,9,12,9,14,0,0,0,0
229,9,14,0,3,9,13,9,15,8,14,0,0
230,9,15,0,2,9,14,9,16,0,0,0,0
231,9,16,0,3,9,15,9,17,0,0,10,16
232,9,17,0,2,9,16,9,18,0,0,0,0
233,9,18,0,3,9,17,0,0,8,18,10,18
234,9,19,1,0,0,0,0,0,0,0,0,0
235,9,20,1,0,0,0,0,0,0,0,0,0
236,9,21,0,2,0,0,0,0,8,21,10,21
237,9,22,1,0,0,0,0,0,0,0,0,0
238,9,23,1,0,0,0,0,0,0,0,0,0
239,9,24,1,0,0,0,0,0,0,0,0,0
240,9,25,1,0,0,0,0,0,0,0,0,0
241,9,26,0,2,0,0,0,0,8,26,10,26
242,9,27,1,0,0,0,0,0,0,0,0,0
243,10,1,1,0,0,0,0,0,0,0,0,0
244,10,2,0,2,0,0,0,0,9,2,11,2
245,10,3,1,0,0,0,0,0,0,0,0,0
246,10,4,1,0,0,0,0,0,0,0,0,0
247,10,5,1,0,0,0,0,0,0,0,0,0
248,10,6,0,3,0,0,10,7,9,6,11,6
249,10,7,0,2,10,6,10,8,0,0,0,0
250,10,8,0,2,10,7,10,9,0,0,0,0
251,10,9,0,2,10,8,0,0,0,0,11,9
252,10,10,1,0,0,0,0,0,0,0,0,0
253,10,11,1,0,0,0,0,0,0,0,0,0
254,10,12,0,2,0,0,0,0,9,12,11,12
255,10,13,1,0,0,0,0,0,0,0,0,0
256,10,14,1,0,0,0,0,0,0,0,0,0
257,10,15,1,0,0,0,0,0,0,0,0,0
258,10,16,0,2,0,0,0,0,9,16,11,16
259,10,17,1,0,0,0,0,0,0,0,0,0
260,10,18,0,2,0,0,0,0,9,18,11,18
261,10,19,1,0,0,0,0,0,0,0,0,0
262,10,20,1,0,0,0,0,0,0,0,0,0
263,10,21,0,3,0,0,10,22,9,21,11,21
264,10,22,0,2,10,21,10,23,0,0,0,0
265,10,23,0,1,10,22,0,0,0,0,0,0
266,10,24,1,0,0,0,0,0,0,0,0,0
267,10,25,1,0,0,0,0,0,0,0,0,0
268,10,26,0,2,0,0,0,0,9,26,11,26
269,10,27,1,0,0,0,0,0,0,0,0,0
270,11,1,1,0,0,0,0,0,0,0,0,0
271,11,2,0,2,0,0,0,0,10,2,12,2
272,11,3,1,0,0,0,0,0,0,0,0,0
273,11,4,1,0,0,0,0,0,0,0,0,0
274,11,5,1,0,0,0,0,0,0,0,0,0
275,11,6,0,2,0,0,0,0,10,6,12,6
276,11,7,1,0,0,0,0,0,0,0,0,0
277,11,8,1,0,0,0,0,0,0,0,0,0
278,11,9,0,2,0,0,0,0,10,9,12,9
279,11,10,1,0,0,0,0,0,0,0,0,0
280,11,11,1,0,0,0,0,0,0,0,0,0
281,11,12,0,2,0,0,0,0,10,12,12,12
282,11,13,1,0,0,0,0,0,0,0,0,0
283,11,14,0,1,0,0,0,0,0,0,12,14
284,11,15,1,0,0,0,0,0,0,0,0,0
285,11,16,0,2,0,0,0,0,10,16,12,16
286,11,17,1,0,0,0,0,0,0,0,0,0
287,11,18,0,2,0,0,0,0,10,18,12,18
288,11,19,1,0,0,0,0,0,0,0,0,0
289,11,20,1,0,0,0,0,0,0,0,0,0
290,11,21,0,2,0,0,0,0,10,21,12,21
291,11,22,1,0,0,0,0,0,0,0,0,0
292,11,23,1,0,0,0,0,0,0,0,0,0
293,11,24,0,1,0,0,0,0,0,0,12,24
294,11,25,1,0,0,0,0,0,0,0,0,0
295,11,26,0,2,0,0,0,0,10,26,12,26
296,11,27,1,0,0,0,0,0,0,0,0,0
297,12,1,1,0,0,0,0,0,0,0,0,0
298,12,2,0,2,0,0,0,0,11,2,13,2
299,12,3,1,0,0,0,0,0,0,0,0,0
300,12,4,1,0,0,0,0,0,0,0,0,0
301,12,5,1,0,0,0,0,0,0,0,0,0
302,12,6,0,2,0,0,0,0,11,6,13,6
303,12,7,1,0,0,0,0,0,0,0,0,0
304,12,8,1,0,0,0,0,0,0,0,0,0
305,12,9,0,2,0,0,0,0,11,9,13,9
306,12,10,1,0,0,0,0,0,0,0,0,0
307,12,11,1,0,0,0,0,0,0,0,0,0
308,12,12,0,2,0,0,0,0,11,12,13,12
309,12,13,1,0,0,0,0,0,0,0,0,0
310,12,14,0,2,0,0,0,0,11,14,13,14
311,12,15,1,0,0,0,0,0,0,0,0,0
312,12,16,0,2,0,0,0,0,11,16,13,16
313,12,17,1,0,0,0,0,0,0,0,0,0
314,12,18,0,2,0,0,0,0,11,18,13,18
315,12,19,1,0,0,0,0,0,0,0,0,0
316,12,20,1,0,0,0,0,0,0,0,0,0
317,12,21,0,2,0,0,0,0,11,21,13,21
318,12,22,1,0,0,0,0,0,0,0,0,0
319,12,23,1,0,0,0,0,0,0,0,0,0
320,12,24,0,2,0,0,0,0,11,24,13,24
321,12,25,1,0,0,0,0,0,0,0,0,0
322,12,26,0,2,0,0,0,0,11,26,13,26
323,12,27,1,0,0,0,0,0,0,0,0,0
324,13,1,1,0,0,0,0,0,0,0,0,0
325,13,2,0,2,0,0,13,3,12,2,0,0
326,13,3,0,2,13,2,13,4,0,0,0,0
327,13,4,0,2,13,3,13,5,0,0,0,0
328,13,5,0,2,13,4,13,6,0,0,0,0
329,13,6,0,3,13,5,0,0,12,6,14,6
330,13,7,1,0,0,0,0,0,0,0,0,0
331,13,8,1,0,0,0,0,0,0,0,0,0
332,13,9,0,2,0,0,13,10,12,9,0,0
333,13,10,0,2,13,9,13,11,0,0,0,0
334,13,11,0,2,13,10,13,12,0,0,0,0
335,13,12,0,3,13,11,0,0,12,12,14,12
336,13,13,1,0,0,0,0,0,0,0,0,0
337,13,14,0,2,0,0,0,0,12,14,14,14
338,13,15,1,0,0,0,0,0,0,0,0,0
339,13,16,0,2,0,0,0,0,12,16,14,16
340,13,17,1,0,0,0,0,0,0,0,0,0
341,13,18,0,2,0,0,13,19,12,18,0,0
342,13,19,0,2,13,18,13,20,0,0,0,0
343,13,20,0,2,13,19,13,21,0,0,0,0
344,13,21,0,3,13,20,0,0,12,21,14,21
345,13,22,1,0,0,0,0,0,0,0,0,0
346,13,23,1,0,0,0,0,0,0,0,0,0
347,13,24,0,3,0,0,13,25,12,24,14,24
348,13,25,0,2,13,24,13,26,0,0,0,0
349,13,26,0,3,13,25,0,0,12,26,14,26
350,13,27,1,0,0,0,0,0,0,0,0,0
351,14,1,1,0,0,0,0,0,0,0,0,0
352,14,2,1,0,0,0,0,0,0,0,0,0
353,14,3,1,0,0,0,0,0,0,0,0,0
354,14,4,1,0,0,0,0,0,0,0,0,0
355,14,5,1,0,0,0,0,0,0,0,0,0
356,14,6,0,2,0,0,0,0,13,6,15,6
357,14,7,1,0,0,0,0,0,0,0,0,0
358,14,8,1,0,0,0,0,0,0,0,0,0
359,14,9,1,0,0,0,0,0,0,0,0,0
360,14,10,1,0,0,0,0,0,0,0,0,0
361,14,11,1,0,0,0,0,0,0,0,0,0
362,14,12,0,3,0,0,14,13,13,12,15,12
363,14,13,0,3,14,12,14,14,0,0,15,13
364,14,14,0,3,14,13,0,0,13,14,15,14
365,14,15,1,0,0,0,0,0,0,0,0,0
366,14,16,0,2,0,0,0,0,13,16,15,16
367,14,17,1,0,0,0,0,0,0,0,0,0
368,14,18,1,0,0,0,0,0,0,0,0,0
369,14,19,1,0,0,0,0,0,0,0,0,0
370,14,20,1,0,0,0,0,0,0,0,0,0
371,14,21,0,2,0,0,0,0,13,21,15,21
372,14,22,1,0,0,0,0,0,0,0,0,0
373,14,23,1,0,0,0,0,0,0,0,0,0
374,14,24,0,1,0,0,0,0,13,24,0,0
375,14,25,1,0,0,0,0,0,0,0,0,0
376,14,26,0,2,0,0,0,0,13,26,15,26
377,14,27,1,0,0,0,0,0,0,0,0,0
378,15,1,1,0,0,0,0,0,0,0,0,0
379,15,2,1,0,0,0,0,0,0,0,0,0
380,15,3,1,0,0,0,0,0,0,0,0,0
381,15,4,1,0,0,0,0,0,0,0,0,0
382,15,5,1,0,0,0,0,0,0,0,0,0
383,15,6,0,2,0,0,0,0,14,6,16,6
384,15,7,1,0,0,0,0,0,0,0,0,0
385,15,8,1,0,0,0,0,0,0,0,0,0
386,15,9,1,0,0,0,0,0,0,0,0,0
387,15,10,1,0,0,0,0,0,0,0,0,0
388,15,11,1,0,0,0,0,0,0,0,0,0
389,15,12,0,3,0,0,15,13,14,12,16,12
390,15,13,0,3,15,12,15,14,14,13,0,0
391,15,14,0,3,15,13,0,0,14,14,16,14
392,15,15,1,0,0,0,0,0,0,0,0,0
393,15,16,0,2,0,0,0,0,14,16,16,16
394,15,17,1,0,0,0,0,0,0,0,0,0
395,15,18,1,0,0,0,0,0,0,0,0,0
396,15,19,1,0,0,0,0,0,0,0,0,0
397,15,20,1,0,0,0,0,0,0,0,0,0
398,15,21,0,2,0,0,0,0,14,21,16,21
399,15,22,1,0,0,0,0,0,0,0,0,0
400,15,23,1,0,0,0,0,0,0,0,0,0
401,15,24,1,0,0,0,0,0,0,0,0,0
402,15,25,1,0,0,0,0,0,0,0,0,0
403,15,26,0,2,0,0,0,0,14,26,16,26
404,15,27,1,0,0,0,0,0,0,0,0,0
405,16,1,1,0,0,0,0,0,0,0,0,0
406,16,2,0,2,0,0,16,3,0,0,17,2
407,16,3,0,2,16,2,16,4,0,0,0,0
408,16,4,0,2,16,3,16,5,0,0,0,0
409,16,5,0,2,16,4,16,6,0,0,0,0
410,16,6,0,3,16,5,0,0,15,6,17,6
411,16,7,1,0,0,0,0,0,0,0,0,0
412,16,8,1,0,0,0,0,0,0,0,0,0
413,16,9,0,2,0,0,16,10,0,0,17,9
414,16,10,0,2,16,9,16,11,0,0,0,0
415,16,11,0,2,16,10,16,12,0,0,0,0
416,16,12,0,3,16,11,0,0,15,12,17,12
417,16,13,1,0,0,0,0,0,0,0,0,0
418,16,14,0,2,0,0,0,0,15,14,17,14
419,16,15,1,0,0,0,0,0,0,0,0,0
420,16,16,0,2,0,0,0,0,15,16,17,16
421,16,17,1,0,0,0,0,0,0,0,0,0
422,16,18,0,2,0,0,16,19,0,0,17,18
423,16,19,0,2,16,18,16,20,0,0,0,0
424,16,20,0,2,16,19,16,21,0,0,0,0
425,16,21,0,3,16,20,0,0,15,21,17,21
426,16,22,1,0,0,0,0,0,0,0,0,0
427,16,23,1,0,0,0,0,0,0,0,0,0
428,16,24,1,0,0,0,0,0,0,0,0,0
429,16,25,0,1,0,0,16,26,0,0,0,0
430,16,26,0,3,16,25,0,0,15,26,17,26
431,16,27,1,0,0,0,0,0,0,0,0,0
432,17,1,1,0,0,0,0,0,0,0,0,0
433,17,2,0,2,0,0,0,0,16,2,18,2
434,17,3,1,0,0,0,0,0,0,0,0,0
435,17,4,1,0,0,0,0,0,0,0,0,0
436,17,5,1,0,0,0,0,0,0,0,0,0
437,17,6,0,2,0,0,0,0,16,6,18,6
438,17,7,1,0,0,0,0,0,0,0,0,0
439,17,8,1,0,0,0,0,0,0,0,0,0
440,17,9,0,2,0,0,0,0,16,9,18,9
441,17,10,1,0,0,0,0,0,0,0,0,0
442,17,11,1,0,0,0,0,0,0,0,0,0
443,17,12,0,2,0,0,0,0,16,12,18,12
444,17,13,1,0,0,0,0,0,0,0,0,0
445,17,14,0,2,0,0,0,0,16,14,18,14
446,17,15,1,0,0,0,0,0,0,0,0,0
447,17,16,0,2,0,0,0,0,16,16,18,16
448,17,17,1,0,0,0,0,0,0,0,0,0
449,17,18,0,2,0,0,0,0,16,18,18,18
450,17,19,1,0,0,0,0,0,0,0,0,0
451,17,20,1,0,0,0,0,0,0,0,0,0
452,17,21,0,2,0,0,0,0,16,21,18,21
453,17,22,1,0,0,0,0,0,0,0,0,0
454,17,23,1,0,0,0,0,0,0,0,0,0
455,17,24,0,1,0,0,0,0,0,0,18,24
456,17,25,1,0,0,0,0,0,0,0,0,0
457,17,26,0,2,0,0,0,0,16,26,18,26
458,17,27,1,0,0,0,0,0,0,0,0,0
459,18,1,1,0,0,0,0,0,0,0,0,0
460,18,2,0,2,0,0,0,0,17,2,19,2
461,18,3,1,0,0,0,0,0,0,0,0,0
462,18,4,1,0,0,0,0,0,0,0,0,0
463,18,5,1,0,0,0,0,0,0,0,0,0
464,18,6,0,2,0,0,0,0,17,6,19,6
465,18,7,1,0,0,0,0,0,0,0,0,0
466,18,8,1,0,0,0,0,0,0,0,0,0
467,18,9,0,2,0,0,0,0,17,9,19,9
468,18,10,1,0,0,0,0,0,0,0,0,0
469,18,11,1,0,0,0,0,0,0,0,0,0
470,18,12,0,2,0,0,0,0,17,12,19,12
471,18,13,1,0,0,0,0,0,0,0,0,0
472,18,14,0,1,0,0,0,0,17,14,0,0
473,18,15,1,0,0,0,0,0,0,0,0,0
474,18,16,0,2,0,0,0,0,17,16,19,16
475,18,17,1,0,0,0,0,0,0,0,0,0
476,18,18,0,2,0,0,0,0,17,18,19,18
477,18,19,1,0,0,0,0,0,0,0,0,0
478,18,20,1,0,0,0,0,0,0,0,0,0
479,18,21,0,2,0,0,0,0,17,21,19,21
480,18,22,1,0,0,0,0,0,0,0,0,0
481,18,23,1,0,0,0,0,0,0,0,0,0
482,18,24,0,2,0,0,0,0,17,24,19,24
483,18,25,1,0,0,0,0,0,0,0,0,0
484,18,26,0,2,0,0,0,0,17,26,19,26
485,18,27,1,0,0,0,0,0,0,0,0,0
486,19,1,1,0,0,0,0,0,0,0,0,0
487,19,2,0,2,0,0,0,0,18,2,20,2
488,19,3,1,0,0,0,0,0,0,0,0,0
489,19,4,1,0,0,0,0,0,0,0,0,0
490,19,5,1,0,0,0,0,0,0,0,0,0
491,19,6,0,3,0,0,19,7,18,6,20,6
492,19,7,0,2,19,6,19,8,0,0,0,0
493,19,8,0,2,19,7,19,9,0,0,0,0
494,19,9,0,2,19,8,0,0,18,9,0,0
495,19,10,1,0,0,0,0,0,0,0,0,0
496,19,11,1,0,0,0,0,0,0,0,0,0
497,19,12,0,2,0,0,0,0,18,12,20,12
498,19,13,1,0,0,0,0,0,0,0,0,0
499,19,14,1,0,0,0,0,0,0,0,0,0
500,19,15,1,0,0,0,0,0,0,0,0,0
501,19,16,0,2,0,0,0,0,18,16,20,16
502,19,17,1,0,0,0,0,0,0,0,0,0
503,19,18,0,2,0,0,0,0,18,18,20,18
504,19,19,1,0,0,0,0,0,0,0,0,0
505,19,20,1,0,0,0,0,0,0,0,0,0
506,19,21,0,3,0,0,19,22,18,21,20,21
507,19,22,0,2,19,21,19,23,0,0,0,0
508,19,23,0,2,19,22,19,24,0,0,0,0
509,19,24,0,2,19,23,0,0,18,24,0,0
510,19,25,1,0,0,0,0,0,0,0,0,0
511,19,26,0,2,0,0,0,0,18,26,20,26
512,19,27,1,0,0,0,0,0,0,0,0,0
513,20,1,1,0,0,0,0,0,0,0,0,0
514,20,2,0,2,0,0,0,0,19,2,21,2
515,20,3,1,0,0,0,0,0,0,0,0,0
516,20,4,1,0,0,0,0,0,0,0,0,0
517,20,5,1,0,0,0,0,0,0,0,0,0
518,20,6,0,2,0,0,0,0,19,6,21,6
519,20,7,1,0,0,0,0,0,0,0,0,0
520,20,8,1,0,0,0,0,0,0,0,0,0
521,20,9,1,0,0,0,0,0,0,0,0,0
522,20,10,1,0,0,0,0,0,0,0,0,0
523,20,11,1,0,0,0,0,0,0,0,0,0
524,20,12,0,2,0,0,20,13,19,12,0,0
525,20,13,0,2,20,12,20,14,0,0,0,0
526,20,14,0,3,20,13,20,15,0,0,21,14
527,20,15,0,2,20,14,20,16,0,0,0,0
528,20,16,0,3,20,15,20,17,19,16,0,0
529,20,17,0,2,20,16,20,18,0,0,0,0
530,20,18,0,3,20,17,0,0,19,18,21,18
531,20,19,1,0,0,0,0,0,0,0,0,0
532,20,20,1,0,0,0,0,0,0,0,0,0
533,20,21,0,2,0,0,0,0,19,21,21,21
